Identifier_ID,Identifier_Name,Instance_Type,Instance_Class,vCPUs,Memory_GiB,Instance_Specs_Storage_GiB,Engine_Version,ArchitectureType,Max_Supported_Connections,Used_Memory,Bandwidth_MBps,Connection_Domain,Zone_Id,Instance_Status,Create_Time,End_Time,Network_Type,Vpc_Id,Min_CPU_Util,Max_CPU_Util,Avg_CPU_Util,P95_CPU_Util,Min_Mem_Util,Max_Mem_Util,Avg_Mem_Util,P95_Mem_Util,Min_Connections,Max_Connections,Avg_Connections,P95_Connections,Environment,Tags
m-gs557a86034e64f4,dataBusCache-perf,Memcache,memcache.master.stand.default,0,4.0,4096,2.8,standard,10000,0,24,m-gs557a86034e64f4.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-10-15T15:00:28Z,2025-12-19T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.107,0.15,0.13135087719298247,0.14659999999999998,0.947,0.948,0.9470175438596492,0.947,0.129,0.13,0.1297543859649123,0.13,perf,platform=saas;environment_group=nonprod;project=;environment=perf;tribe=shared;squad=shared;component=ifcdatabus
m-gs5b16dc31f795c4,communicationCommonCache-perf,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs5b16dc31f795c4.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T15:00:14Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.071,0.148,0.10838596491228068,0.1334,3.764,3.767,3.7650350877192977,3.766,0.009,0.01,0.009929824561403509,0.01,perf,platform=saas;environment_group=nonprod;project=;environment=perf;component=communication;tribe=shared;squad=shared
m-gs5c4853d6472534,custVerificationCodeCache-perf,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs5c4853d6472534.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:57:48Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.076,0.125,0.10285964912280701,0.11799999999999998,3.769,3.771,3.7691929824561403,3.7702,0.029,0.03,0.029649122807017543,0.03,perf,platform=saas;tribe=grc;environment_group=nonprod;project=;environment=perf;component=ifccustcenter;squad=grc_ktlo
m-gs5dfdb99fd7db74,acquireprodCommonCache-perf,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs5dfdb99fd7db74.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T15:02:28Z,2025-12-18T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.019,0.1,0.07466666666666667,0.089,3.766,3.769,3.7669298245614034,3.768,0.027,0.03,0.029543859649122806,0.03,perf,platform=saas;environment_group=nonprod;project=;environment=perf;tribe=b2c;component=acquireprod;squad=bills_pay
m-gs5cfc2aea035fa4,mobileCashierCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs5cfc2aea035fa4.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-10-15T14:59:58Z,2025-12-22T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.115,0.166,0.14314035087719296,0.1568,1.886,1.888,1.8862631578947364,1.887,0.059,0.06,0.05964912280701754,0.06,perf,platform=saas;environment_group=nonprod;project=;environment=perf;tribe=b2c;squad=mini_program;component=mobilecashier
m-gs5746535e0880e4,paymentCashierCache-perf,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs5746535e0880e4.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-10-15T14:59:38Z,2025-12-19T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.089,0.145,0.11808771929824562,0.13799999999999998,3.771,3.773,3.771263157894737,3.773,0.029,0.03,0.02973684210526316,0.03,perf,platform=saas;environment_group=nonprod;project=;environment=perf;tribe=b2b;component=appaymentmng;squad=b2b_ktlo
m-gs588f5f92fd42c4,custCardCenterCache-perf,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs588f5f92fd42c4.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:56:03Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.071,0.125,0.10352631578947367,0.124,3.766,3.769,3.7668947368421053,3.768,0.019,0.02,0.01991228070175439,0.02,perf,platform=saas;tribe=grc;environment_group=nonprod;project=;environment=perf;component=ifccustcenter;squad=grc_ktlo
m-gs5dc2eff2bc0ba4,mobileSessionCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs5dc2eff2bc0ba4.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-10-15T15:01:44Z,2025-12-19T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.115,0.166,0.14219298245614037,0.1626,1.882,1.883,1.8820701754385964,1.883,0.017,0.02,0.019421052631578947,0.02,perf,platform=saas;environment_group=nonprod;project=;environment=perf;component=mobile;tribe=b2c;squad=mini_program
m-gs57f6c05146cc94,apbizprodCommonCache-perf,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs57f6c05146cc94.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:58:08Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.062,0.134,0.10366666666666668,0.12419999999999999,3.766,3.769,3.767,3.768,0.019,0.02,0.01992982456140351,0.02,perf,platform=saas;environment_group=nonprod;project=;environment=perf;tribe=customer_and_integration;squad=account_mgt;component=apbizprod
m-gs58c7bae7fc7744,mobileCommonCache-perf,Memcache,memcache.master.stand.default,0,4.0,4096,2.8,standard,10000,0,24,m-gs58c7bae7fc7744.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-10-15T14:58:28Z,2025-12-22T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.057,0.142,0.11650877192982456,0.134,0.947,0.948,0.9470175438596492,0.947,0.129,0.13,0.12970175438596493,0.13,perf,platform=saas;environment_group=nonprod;project=;environment=perf;component=mobile;tribe=b2c;squad=mini_program
m-gs5d5d62f9c64304,productCommonCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs5d5d62f9c64304.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:55:43Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.089,0.143,0.12019298245614034,0.133,1.908,1.91,1.9089122807017544,1.91,0.02,0.02,0.020000000000000004,0.02,perf,platform=saas;environment_group=nonprod;tribe=technology;project=;environment=perf;component=product;squad=it_operations
m-gs5a7d7bbdc28574,fluxSensitiveCache-perf,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs5a7d7bbdc28574.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:53:43Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.083,0.134,0.10891228070175439,0.1256,3.778,3.781,3.779035087719298,3.781,0.079,0.08,0.07989655172413794,0.08,perf,platform=saas;environment_group=nonprod;project=;environment=perf;tribe=b2b;component=ifcfluxnet;squad=b2b_ktlo
m-gs5d911cb88ba654,bossSessionCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs5d911cb88ba654.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-10-15T14:55:04Z,2025-12-19T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.076,0.135,0.11057894736842105,0.124,1.889,1.89,1.88919298245614,1.89,0.079,0.08,0.07998245614035089,0.08,perf,platform=saas;environment_group=nonprod;tribe=technology;project=;environment=perf;component=boss;squad=it_operations
m-gs5f194af1ecbc54,ifccustcenterDalCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs5f194af1ecbc54.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T15:01:04Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.107,0.16,0.13056140350877193,0.143,1.884,1.885,1.884122807017544,1.885,0.029,0.03,0.029842105263157892,0.03,perf,platform=saas;tribe=grc;environment_group=nonprod;project=;environment=perf;component=ifccustcenter;squad=grc_ktlo
m-gs5b7d58683c1e84,ifccustcenterBizCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs5b7d58683c1e84.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T15:01:24Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.076,0.133,0.10545614035087718,0.12419999999999999,1.885,1.886,1.8850701754385966,1.886,0.029,0.03,0.029789473684210525,0.03,perf,platform=saas;tribe=grc;environment_group=nonprod;project=;environment=perf;component=ifccustcenter;squad=grc_ktlo
m-gs54ae8366bde584,bossProcessCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs54ae8366bde584.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:58:48Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.089,0.154,0.12249122807017543,0.142,1.882,1.883,1.8820877192982455,1.883,0.009,0.01,0.009947368421052632,0.01,perf,platform=saas;environment_group=nonprod;tribe=technology;project=;environment=perf;component=boss;squad=it_operations
m-gs5c67ed3e6772e4,ctuRiskContextCache-perf,Memcache,memcache.master.large.default,0,8.0,8192,2.8,standard,10000,0,24,m-gs5c67ed3e6772e4.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:54:28Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.104,0.16,0.13249122807017544,0.15119999999999997,0.474,0.474,0.4740000000000001,0.474,0.029,0.03,0.02975438596491228,0.03,perf,platform=saas;environment_group=nonprod;project=;environment=perf;component=risk;tribe=trust_and_security;squad=risk_engine
m-gs5a86cc57bf1d84,bossCommonCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs5a86cc57bf1d84.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:54:43Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.038,0.1,0.0756140350877193,0.096,1.888,1.889,1.8880877192982455,1.889,0.036,0.04,0.03936842105263158,0.04,perf,platform=saas;environment_group=nonprod;tribe=technology;project=;environment=perf;component=boss;squad=it_operations
m-gs5a3c28add4b824,gcfundCache-perf,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs5a3c28add4b824.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T15:01:54Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.071,0.134,0.10791228070175438,0.12539999999999998,3.765,3.767,3.7650877192982453,3.766,0.009,0.01,0.009982758620689657,0.01,perf,platform=saas;environment_group=nonprod;project=;environment=perf;component=gcfund;tribe=funds;squad=p2p_and_padala
m-gs5ad9bd657cbaf4,ctuCommonCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs5ad9bd657cbaf4.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:55:23Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.071,0.115,0.09194736842105262,0.107,1.886,1.887,1.8860350877192977,1.886,0.019,0.02,0.019982456140350883,0.02,perf,platform=saas;environment_group=nonprod;project=;environment=perf;component=common;tribe=new_biz;squad=ginsure
m-gs5c6ffe670efd94,fluxGwCache-perf,Memcache,memcache.master.stand.default,0,4.0,4096,2.8,standard,10000,0,24,m-gs5c6ffe670efd94.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-10-15T14:53:28Z,2025-12-19T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.106,0.166,0.13494736842105262,0.15259999999999999,0.944,0.945,0.9441403508771931,0.945,0.079,0.08,0.07991228070175439,0.08,perf,platform=saas;environment_group=nonprod;project=;environment=perf;tribe=b2b;component=ifcfluxnet;squad=b2b_ktlo
m-gs54192a69eec254,common_slave_cache-perf,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs54192a69eec254.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-10-15T14:36:08Z,2025-12-19T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.054,0.115,0.08119298245614036,0.1,3.893,3.897,3.8954561403508765,3.897,0.675,0.681,0.6793333333333333,0.68,perf,platform=saas;environment_group=nonprod;project=;environment=perf;component=common;tribe=new_biz;squad=ginsure
m-gs5f03a5e40023e4,user-relation-cache,Memcache,memcache.sharding.mid.default,0,32.0,32768,2.8,cluster,500000,0,192,m-gs5f03a5e40023e4.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-07-17T02:49:33Z,2025-12-19T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,production,environment=production;platform=saas
m-gs5252a85ded91a4,ctuSimulateCache,Memcache,memcache.master.stand.default,0,4.0,4096,2.8,standard,10000,0,24,m-gs5252a85ded91a4.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-09-20T06:37:38Z,2025-12-19T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.071,0.133,0.10796491228070175,0.12419999999999999,0.941,0.941,0.9410000000000001,0.941,0.019,0.02,0.019771929824561406,0.02,production,environment=production;platform=saas
m-gs528a735bc9d854,ctuRiskContextCacheShadowTest,Memcache,memcache.master.stand.default,0,4.0,4096,2.8,standard,10000,0,24,m-gs528a735bc9d854.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-10-04T02:12:13Z,2025-12-19T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.038,0.1,0.0732982456140351,0.09079999999999996,0.941,0.942,0.9410175438596492,0.941,0.016,0.02,0.019666666666666666,0.02,production,environment=production;platform=saas
m-gs54fe4bb7626954,fluxCommonCache-perf,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs54fe4bb7626954.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-10-15T14:36:28Z,2025-12-23T16:00:00Z,VPC,vpc-t4nh1cy7dkanua0ti8nvo,0.083,0.133,0.11087719298245614,0.125,1.883,1.884,1.8830877192982451,1.884,0.019,0.02,0.01992982456140351,0.02,perf,platform=saas;environment_group=nonprod;project=;environment=perf;tribe=b2b;component=ifcfluxnet;squad=b2b_ktlo
m-gs5d698fcb662114,ifccustcenterBizCache,Memcache,memcache.sharding.8xlarge.default,0,512.0,524288,4.0,cluster,500000,0,1536,m-gs5d698fcb662114.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2018-12-26T09:52:37Z,2025-12-19T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,production,environment=production;platform=saas
m-gs5a34e487827144,mobileSessionCache,Memcache,memcache.master.mid.default,0,2.0,2048,2.8,standard,10000,0,16,m-gs5a34e487827144.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-01-08T02:40:08Z,2025-12-19T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.089,0.134,0.11364912280701754,0.133,4.687,4.707,4.696614035087719,4.705,0.089,0.09,0.08984210526315788,0.09,production,environment=production;platform=saas
m-gs57725ee0d097c4,local-sit-slave,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs57725ee0d097c4.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-07-08T07:54:54Z,2025-12-23T16:00:00Z,VPC,vpc-t4n8mqqi2vvec8658xmnd,0.041,0.107,0.07989473684210527,0.1,4.014,4.022,4.02,4.022,1.302,1.32,1.3189649122807017,1.32,sit,platform=saas;environment_group=nonprod;tribe=technology;environment=sit;project=;squad=it_operations;component=local
m-gs580e5162eb3fb4,acquireprodCommonCache,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs580e5162eb3fb4.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-06-26T07:18:44Z,2025-12-19T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.884,1.076,1.0037894736842106,1.053,4.515,4.554,4.539912280701754,4.552,0.579,0.58,0.5799122807017543,0.58,production,environment=production;platform=saas
m-gs5b357c3f780534,gcfundCache,Memcache,memcache.sharding.small.default,0,16.0,16384,4.0,cluster,480000,0,96,m-gs5b357c3f780534.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2019-05-21T12:09:43Z,2025-12-19T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,production,environment=production;platform=saas
m-gs5e966448286714,communicationCommonCache,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs5e966448286714.memcache.singapore.rds.aliyuncs.com,ap-southeast-1a,Normal,2018-08-02T03:56:18Z,2025-12-23T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.089,0.142,0.11617543859649122,0.13479999999999998,3.764,3.768,3.764912280701754,3.766,0.015,0.02,0.01936842105263158,0.02,production,environment=production;platform=saas
m-gs53591342e24774,zmngph-session,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs53591342e24774.memcache.singapore.rds.aliyuncs.com,ap-southeast-1a,Normal,2018-09-12T13:42:53Z,2025-12-23T16:00:00Z,VPC,vpc-t4npefshtr7tuow8lbfqc,0.071,0.125,0.11078947368421052,0.125,3.767,3.77,3.767175438596491,3.768,0.019,0.02,0.019859649122807018,0.02,staging,platform=saas;component=zmng_ph;tribe=grc;squad=kyc_operations;environment_group=nonprod;project=;environment=staging
m-gs55301226e7f3e4,daas_ocs,Memcache,memcache.master.large.default,0,8.0,8192,2.8,standard,10000,0,24,m-gs55301226e7f3e4.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-03-08T15:13:01Z,2025-12-23T16:00:00Z,VPC,vpc-t4n0433qfd2a48chu8shi,0.374,1.05,0.5310701754385965,0.9992,7.716,8.345,7.957842105263158,8.269,0.386,0.39,0.38875438596491224,0.39,ctu,component=daas;environment=ctu;tribe=data;squad=data_productization;platform=daas;environment_group=prod
m-gs5bed4ec61633d4,local-sit-master,Memcache,memcache.master.stand.default,0,4.0,4096,2.8,standard,10000,0,24,m-gs5bed4ec61633d4.memcache.singapore.rds.aliyuncs.com,ap-southeast-1b,Normal,2019-07-08T07:53:53Z,2025-12-23T16:00:00Z,VPC,vpc-t4n8mqqi2vvec8658xmnd,1.053,1.466,1.1329137931034483,1.1676499999999999,9.736,9.973,9.86082456140351,9.957600000000001,1.582,1.6,1.5996034482758619,1.6,sit,platform=saas;environment_group=nonprod;tribe=technology;environment=sit;project=;squad=it_operations;component=local
m-gs5c48dfe8526204,zmngph-session,Memcache,memcache.master.small.default,0,1.0,1024,2.8,standard,10000,0,10,m-gs5c48dfe8526204.memcache.singapore.rds.aliyuncs.com,ap-southeast-1a,Normal,2018-09-12T08:15:02Z,2025-12-23T16:00:00Z,VPC,vpc-t4n00ae4p9bo9yn3ymm6j,0.124,0.167,0.14707017543859646,0.1636,3.77,3.772,3.770175438596491,3.7712,0.029,0.03,0.02967241379310345,0.03,zoloz,platform=saas;component=zmng_ph;environment=zoloz;environment_group=prod;tribe=grc;squad=kyc_operations
m-gs5abadaa376b534,ifccustcenterDalCache,Memcache,memcache.sharding.small.default,0,16.0,16384,2.8,cluster,500000,0,96,m-gs5abadaa376b534.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2018-11-29T06:49:13Z,2025-12-19T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,production,environment=production;platform=saas
m-gs51b6f43ed07fa4,dataBusCache,Memcache,memcache.sharding.8xlarge.default,0,512.0,524288,4.0,cluster,500000,0,1536,m-gs51b6f43ed07fa4.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2018-08-02T11:39:27Z,2025-12-23T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,production,environment=production;platform=saas
m-gs5e227d70f9e934,mobileCashierCache,Memcache,memcache.sharding.mid.default,0,32.0,32768,4.0,cluster,480000,0,192,m-gs5e227d70f9e934.memcache.singapore.rds.aliyuncs.com,"ap-southeast-1MAZ1(a,b)",Normal,2018-07-31T12:14:38Z,2025-12-20T16:00:00Z,VPC,vpc-t4n5p64cz3ljeh4c4bm1k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,production,environment=production;platform=saas
